492.60513, 345.5250, 17.1725, 0.0, 0.0, 84.60
-594.0468, 361.1221, 17.1725, 0.0, 0.0, 68.80
-747.5599, 448.4235, 17.1725, 0.0, 0.0, 55.38
-900.8102, 573.5962, 17.1725, 0.0, 0.0, 52.50
-1091.5878, 724.0417, 17.1725, 0.0000, 0.0000, 52.5000
-1251.8829, 757.1575, 13.8451, 0.0000, 0.0000, 83.2800
-1346.0341, 1013.5144, 13.8451, 0.0000, 0.0000, 14.9400
-1449.7965, 1064.1390, 17.4951, 0.0000, 0.0000, 88.1400
-1480.8141, 1065.4034, 17.4951, 0.0000, 0.0000, 88.1400
-1428.5078, 1049.9713, 17.4951, 0.0000, 0.0000, 49.9800
-1395.3624, 1022.4177, 17.4951, 0.0000, 0.0000, 23.0999
-1410.0232, 1107.7335, 17.4951, 0.0000, 0.0000, 7.5599
-1392.9850, 1307.9448, 17.4951, 0.0000, 0.0000, -13.2001
-1302.0653, 1486.3124, 17.4951, 0.0000, 0.0000, -10.1401
-1366.8734, 1579.3828, 17.4951, 0.0000, 0.0000, 23.6399
-1543.9829, 1591.7269, 17.4951, 0.0000, 0.0000, 90.4200
-1718.8258, 1653.5453, 17.4951, 0.0000, 0.0000, 65.6400
-1918.2545, 1730.0779, 17.4951, 0.0000, 0.0000, 65.6400
-2152.4365, 1824.0005, 17.4951, 0.0000, 0.0000, 71.7600
-2338.7292, 1991.8820, 17.4951, 0.0000, 0.0000, 39.1800
-2334.3689, 2122.2297, 17.4951, 0.0000, 0.0000, 1.3200
-2307.7129, 2194.9548, 17.4951, 0.0000, 0.0000, -11.8800
-2303.6372, 2250.4792, 17.4951, 0.0000, 0.0000, -1.6800
-2305.3408, 2211.5569, 17.4951, 0.0000, 0.0000, -2.0400
-2325.1511, 2181.6165, 17.4951, 0.0000, 0.0000, -23.2800
-2361.7432, 2170.5388, 17.4951, 0.0000, 0.0000, -65.2800
-2313.7791, 2148.3093, 17.4951, 0.0000, 0.0000, -99.8400
-2162.2905, 2095.5596, 17.4951, 0.0000, 0.0000, -120.5400
-2066.6790, 1995.5854, 17.4951, 0.0000, 0.0000, -139.2600
-1935.2010, 1823.3047, 17.4951, 0.0000, 0.0000, -144.9000
-1805.7634, 1708.4594, 17.4951, 0.0000, 0.0000, -126.7200
-1636.8907, 1601.9031, 17.4951, 0.0000, 0.0000, -124.0200
-1557.9185, 1513.6477, 17.4951, 0.0000, 0.0000, -133.9800
-1375.3131, 1341.6283, 17.4951, 0.0000, 0.0000, -133.9800
-1298.6324, 1133.0300, 17.4951, 0.0000, 0.0000, -166.1399
-1208.2809, 924.8884, 13.6960, 0.0000, 0.0000, -151.9199
-1236.4836, 872.0245, 13.6960, 0.0000, 0.0000, -198.7199
-1248.2272, 735.0129, 13.6960, 0.0000, 0.0000, -169.9199
-1159.7407, 668.2702, 13.6960, 0.0000, 0.0000, -133.7399
-998.0836, 556.5715, 13.6960, 0.0000, 0.0000, -123.4799
-787.2877, 413.8848, 13.6960, 0.0000, 0.0000, -122.3399
-710.5488, 381.7492, 13.6960, 0.0000, 0.0000, -109.7999
-569.7410, 391.9876, 15.1355, 0.0000, 0.0000, -81.1799
-458.3070, 398.2726, 15.1355, 0.0000, 0.0000, -84.4799
-416.2446, 397.5868, 15.1355, 0.0000, 0.0000, -116.5799
-416.2446, 397.5868, 15.1355, 0.0000, 0.0000, -140.5199
-416.2446, 397.5868, 15.1355, 0.0000, 0.0000, -198.3599
-416.3624, 397.3541, 15.1355, 0.0000, 0.0000, -245.9399
-453.9332, 368.6196, 15.1355, 0.0000, 0.0000, -245.9399
-492.60513, 345.5250, 17.1725, 0.0, 0.0, 84.60

